deputado_id,idLegislatura_inicial,data_inicio_carreira,partido_inicio_carreira,condicao_eleitoral_inicial
73692,51,1999-02-01T00:00,PMDB,
73660,49,1991-02-01T00:00,PFL,Titular
204422,56,2019-02-01T00:00,PRB,
73909,50,1995-02-01T00:00,PTB,Titular
74430,43,1967-02-01T00:00,ARENA,Titular
202063,55,2015-02-01T00:00,SD,
74191,49,1991-02-01T00:00,PDC,Titular
204475,56,2019-02-01T00:00,SOLIDARIEDADE,
141515,53,2007-02-01T00:00,PSDB,Titular
204441,56,2019-02-01T00:00,PSC,
160540,54,2011-02-01T00:00,PRB,Titular
204573,56,2019-02-01T00:00,PSD,
160650,54,2011-02-01T00:00,PDT,Titular
160556,54,2011-02-01T00:00,PT,Titular
160670,54,2011-02-01T00:00,PT,Titular
154417,53,2007-02-01T00:00,PTC,
74319,48,1987-02-01T00:00,PFL,Titular
74444,51,1999-02-01T00:00,PPB,Titular
160642,54,2011-02-01T00:00,PSB,Titular
74046,52,2003-02-01T00:00,PSB,Titular
73921,52,2003-02-01T00:00,PTB,Titular
193982,55,2015-02-01T00:00,DEM,
141491,53,2007-02-01T00:00,PTB,Titular
160601,54,2011-02-01T00:00,PSC,Titular
74032,52,2003-02-01T00:00,PTB,Titular
62926,52,2003-02-01T00:00,PTB,Titular
204553,56,2019-02-01T00:00,AVANTE,
205535,56,2019-02-01T00:00,PR,
218741,56,2019-02-01T00:00,PSDB,
74160,52,2003-02-01T00:00,PT,Titular
74095,49,1991-02-01T00:00,PDC,Titular
204377,56,2019-02-01T00:00,PPS,
171617,54,2011-02-01T00:00,PT,
141518,53,2007-02-01T00:00,PDT,Titular
141516,53,2007-02-01T00:00,PSDB,Titular
74390,52,2003-02-01T00:00,PMDB,Titular
178860,55,2015-02-01T00:00,DEM,
74692,51,1999-02-01T00:00,PSB,Titular
73882,49,1991-02-01T00:00,PDS,Titular
204538,56,2019-02-01T00:00,PTB,
73784,49,1991-02-01T00:00,PT,Titular
73883,50,1995-02-01T00:00,PFL,Titular
160668,54,2011-02-01T00:00,DEM,Titular
74754,48,1987-02-01T00:00,PT,Titular
193726,55,2015-02-01T00:00,PSC,
74017,50,1995-02-01T00:00,PSDB,
109372,54,2011-02-01T00:00,PT,
160517,54,2011-02-01T00:00,PSB,Titular
160558,54,2011-02-01T00:00,PR,Titular
204461,56,2019-02-01T00:00,NOVO,
73485,51,1999-02-01T00:00,PTB,Titular
204492,56,2019-02-01T00:00,PT,
141517,53,2007-02-01T00:00,PMDB,Titular
73612,46,1979-02-01T00:00,PMDB,Titular
74791,51,1999-02-01T00:00,PSDB,Titular
73555,49,1991-02-01T00:00,PFL,
74574,51,1999-02-01T00:00,PFL,Titular
132056,47,1983-02-01T00:00,PDS,Titular
74448,49,1991-02-01T00:00,PSC,Titular
128760,54,2011-02-01T00:00,PMDB,
141519,53,2007-02-01T00:00,PPS,Titular
74400,52,2003-02-01T00:00,PT,Titular
133968,48,1987-02-01T00:00,PMDB,Titular
141520,53,2007-02-01T00:00,PSDB,Titular
141521,53,2007-02-01T00:00,PTB,Titular
74082,49,1991-02-01T00:00,PT,Titular
74047,52,2003-02-01T00:00,PT,Titular
160658,54,2011-02-01T00:00,PT,Titular
141488,53,2007-02-01T00:00,PT,Titular
216544,56,2019-02-01T00:00,PSD,
160593,54,2011-02-01T00:00,PV,Titular
215045,56,2019-02-01T00:00,PSD,
90201,56,2019-02-01T00:00,PTB,
73672,48,1987-02-01T00:00,PFL,Titular
74812,51,1999-02-01T00:00,PMDB,Titular
74431,46,1979-02-01T00:00,ARENA,Titular
178912,55,2015-02-01T00:00,PSDB,
74556,51,1999-02-01T00:00,PSB,Titular
74449,51,1999-02-01T00:00,PSD*,Titular
174314,54,2011-02-01T00:00,DEM,
74111,50,1995-02-01T00:00,PDT,
74637,49,1991-02-01T00:00,PRN,Titular
122974,56,2019-02-01T00:00,PTB,
204395,56,2019-02-01T00:00,DEM,
74207,47,1983-02-01T00:00,PMDB,
122158,54,2011-02-01T00:00,PMDB,Titular
73455,51,1999-02-01T00:00,PFL,Titular
160604,54,2011-02-01T00:00,PT,Titular
74102,49,1991-02-01T00:00,PFL,Titular
178844,55,2015-02-01T00:00,PSDB,
204406,56,2019-02-01T00:00,PP,
73673,50,1995-02-01T00:00,PT,Titular
80920,54,2011-02-01T00:00,PV,Titular
141445,53,2007-02-01T00:00,PT,Titular
73943,52,2003-02-01T00:00,PCdoB,Titular
74756,49,1991-02-01T00:00,PTB,
204524,56,2019-02-01T00:00,PP,
74304,49,1991-02-01T00:00,PMDB,Titular
179384,54,2011-02-01T00:00,PT,
141465,53,2007-02-01T00:00,PSDB,Titular
172711,54,2011-02-01T00:00,DEM,
162174,54,2011-02-01T00:00,PT,
204529,56,2019-02-01T00:00,PR,
195997,55,2015-02-01T00:00,PPS,
73486,51,1999-02-01T00:00,PDT,Titular
160639,54,2011-02-01T00:00,DEM,Titular
200153,55,2015-02-01T00:00,PMDB,
170673,54,2011-02-01T00:00,PSC,
204390,56,2019-02-01T00:00,PP,
74280,52,2003-02-01T00:00,PRONA,Titular
204383,56,2019-02-01T00:00,PV,
204446,56,2019-02-01T00:00,PSL,
74792,51,1999-02-01T00:00,PT,Titular
141538,53,2007-02-01T00:00,PSDB,Titular
141543,53,2007-02-01T00:00,PMDB,Titular
148134,53,2007-02-01T00:00,PMDB,
204565,56,2019-02-01T00:00,PSL,
160641,54,2011-02-01T00:00,PT,Titular
74370,52,2003-02-01T00:00,PSDB,Titular
204467,56,2019-02-01T00:00,PT,
74035,52,2003-02-01T00:00,PCdoB,Titular
159259,53,2007-02-01T00:00,PSDB,
215361,56,2019-02-01T00:00,PT,
74590,51,1999-02-01T00:00,PSDB,Titular
178951,55,2015-02-01T00:00,PROS,
216313,56,2019-02-01T00:00,PSDB,
160516,54,2011-02-01T00:00,PMDB,Titular
204567,56,2019-02-01T00:00,PRP,
74216,50,1995-02-01T00:00,PSDB,
74084,50,1995-02-01T00:00,PPR,Titular
178998,55,2015-02-01T00:00,PSC,
141403,53,2007-02-01T00:00,PPS,Titular
141523,53,2007-02-01T00:00,PMDB,Titular
74048,52,2003-02-01T00:00,PMDB,Titular
160656,54,2011-02-01T00:00,PP**,Titular
141525,53,2007-02-01T00:00,PP**,Titular
73574,51,1999-02-01T00:00,PMDB,
74161,52,2003-02-01T00:00,PT,Titular
73556,50,1995-02-01T00:00,PSDB,Titular
89282,54,2011-02-01T00:00,PDT,Titular
160615,54,2011-02-01T00:00,PSDB,Titular
74256,52,2003-02-01T00:00,PSDC,Titular
73693,51,1999-02-01T00:00,PMDB,
141526,53,2007-02-01T00:00,PDT,Titular
73786,46,1979-02-01T00:00,ARENA,Titular
205865,56,2019-02-01T00:00,PSD,
178925,55,2015-02-01T00:00,PT,
74208,50,1995-02-01T00:00,PMDB,Titular
178960,55,2015-02-01T00:00,PR,
160623,54,2011-02-01T00:00,PMDB,Titular
178989,55,2015-02-01T00:00,PTN,
141528,53,2007-02-01T00:00,PSDB,Titular
171620,54,2011-02-01T00:00,PP**,
74166,52,2003-02-01T00:00,PSB,Titular
74257,52,2003-02-01T00:00,PSC,Titular
141527,53,2007-02-01T00:00,PP**,Titular
214477,56,2019-02-01T00:00,MDB,
211498,56,2019-02-01T00:00,PSD,
175212,54,2011-02-01T00:00,PT,
73801,49,1991-02-01T00:00,PCdoB,Titular
160654,54,2011-02-01T00:00,PP**,Titular
169553,54,2011-02-01T00:00,PMDB,
172945,54,2011-02-01T00:00,PSC,
73788,50,1995-02-01T00:00,PFL,Titular
195581,55,2015-02-01T00:00,PRB,
74793,51,1999-02-01T00:00,PT,Titular
215042,56,2019-02-01T00:00,PATRI,
74557,44,1971-02-01T00:00,ARENA,Titular
204362,56,2019-02-01T00:00,PSD,
73557,48,1987-02-01T00:00,PFL,Titular
160655,54,2011-02-01T00:00,PV,Titular
211649,56,2019-02-01T00:00,PSL,
150634,53,2007-02-01T00:00,PR,
74023,50,1995-02-01T00:00,PMDB,
140241,52,2003-02-01T00:00,PSDB,
213274,56,2019-02-01T00:00,PSB,
178920,55,2015-02-01T00:00,PTB,
141472,53,2007-02-01T00:00,PSDB,Titular
73490,51,1999-02-01T00:00,PSDB,
74777,48,1987-02-01T00:00,PMDB,Titular
204489,56,2019-02-01T00:00,PDT,
64224,52,2003-02-01T00:00,PFL,Titular
73674,48,1987-02-01T00:00,PDC,Titular
74758,48,1987-02-01T00:00,PMDB,Titular
141529,53,2007-02-01T00:00,PP**,Titular
160653,54,2011-02-01T00:00,PV,Titular
161903,54,2011-02-01T00:00,PP**,
73805,46,1979-02-01T00:00,MDB*,Titular
178995,55,2015-02-01T00:00,PDT,
74281,52,2003-02-01T00:00,PT,Titular
73420,47,1983-02-01T00:00,PTB,Titular
74433,49,1991-02-01T00:00,PFL,Titular
74305,50,1995-02-01T00:00,PFL,Titular
74209,50,1995-02-01T00:00,PMDB,Titular
178944,55,2015-02-01T00:00,PRB,
141473,53,2007-02-01T00:00,PV,Titular
160652,54,2011-02-01T00:00,PP**,Titular
91208,55,2015-02-01T00:00,PT,
73558,49,1991-02-01T00:00,PL*,Titular
178840,55,2015-02-01T00:00,PSDB,
141532,53,2007-02-01T00:00,PMDB,Titular
141530,53,2007-02-01T00:00,PFL,Titular
204530,56,2019-02-01T00:00,PSB,
152865,53,2007-02-01T00:00,PMDB,
204366,56,2019-02-01T00:00,PSB,
141531,53,2007-02-01T00:00,PSDB,Titular
88950,54,2011-02-01T00:00,DEM,Titular
74693,51,1999-02-01T00:00,PFL,Titular
178926,55,2015-02-01T00:00,PSB,
178897,55,2015-02-01T00:00,PMDB,
141533,53,2007-02-01T00:00,PSB,Titular
160568,54,2011-02-01T00:00,PT,Titular
204480,56,2019-02-01T00:00,PT,
141534,53,2007-02-01T00:00,PFL,Titular
141535,53,2007-02-01T00:00,PSB,Titular
160426,53,2007-02-01T00:00,PMDB,
73651,50,1995-02-01T00:00,PPR,Titular
198963,55,2015-02-01T00:00,PROS,
74051,52,2003-02-01T00:00,PFL,Titular
74640,50,1995-02-01T00:00,PL*,Titular
167707,54,2011-02-01T00:00,DEM,
160597,54,2011-02-01T00:00,PSB,Titular
74759,49,1991-02-01T00:00,PRN,Titular
160629,54,2011-02-01T00:00,PSDB,Titular
74591,51,1999-02-01T00:00,PSDB,Titular
74306,50,1995-02-01T00:00,PSDB,Titular
141536,53,2007-02-01T00:00,PSDB,Titular
160515,54,2011-02-01T00:00,PMDB,Titular
74813,49,1991-02-01T00:00,PSD*,Titular
178861,55,2015-02-01T00:00,PP**,
73421,48,1987-02-01T00:00,PMDB,Titular
74042,52,2003-02-01T00:00,PSDB,Titular
73948,52,2003-02-01T00:00,PSDB,Titular
160637,54,2011-02-01T00:00,PR,Titular
151214,53,2007-02-01T00:00,PHS,
178845,55,2015-02-01T00:00,PDT,
122466,55,2015-02-01T00:00,PRB,
163321,54,2011-02-01T00:00,PTB,
74592,51,1999-02-01T00:00,PL*,Titular
160594,54,2011-02-01T00:00,PT,Titular
178870,55,2015-02-01T00:00,PMDB,
74184,49,1991-02-01T00:00,PMDB,Titular
204525,56,2019-02-01T00:00,PSB,
160614,54,2011-02-01T00:00,PV,Titular
191684,55,2015-02-01T00:00,PDT,
178945,55,2015-02-01T00:00,PRB,
73507,48,1987-02-01T00:00,PMDB,Titular
204357,56,2019-02-01T00:00,PSDB,
146949,54,2011-02-01T00:00,PTdoB,Titular
178935,55,2015-02-01T00:00,PSDB,
73466,49,1991-02-01T00:00,PSDB,Titular
74371,52,2003-02-01T00:00,PT,Titular
178887,55,2015-02-01T00:00,PCdoB,
74482,52,2003-02-01T00:00,PT,
104254,54,2011-02-01T00:00,PT,Titular
73604,51,1999-02-01T00:00,PT,
221157,56,2019-02-01T00:00,PSL,
76420,54,2011-02-01T00:00,PSDB,Titular
160635,54,2011-02-01T00:00,PSDB,Titular
141522,53,2007-02-01T00:00,PTB,Titular
160630,54,2011-02-01T00:00,PT,Titular
74434,48,1987-02-01T00:00,PFL,Titular
160520,53,2007-02-01T00:00,PFL,
73559,50,1995-02-01T00:00,PSDB,Titular
204535,56,2019-02-01T00:00,PSOL,
178990,55,2015-02-01T00:00,PSDB,
204416,56,2019-02-01T00:00,PSL,
74372,52,2003-02-01T00:00,PPB,Titular
74039,52,2003-02-01T00:00,PMDB,Titular
160621,54,2011-02-01T00:00,PPS,Titular
73676,50,1995-02-01T00:00,PMDB,Titular
74258,52,2003-02-01T00:00,PSB,Titular
90842,56,2019-02-01T00:00,PTB,
74762,50,1995-02-01T00:00,PMDB,Titular
219599,56,2019-02-01T00:00,PODE,
204387,56,2019-02-01T00:00,PSD,
74210,47,1983-02-01T00:00,PDS,Titular
149293,53,2007-02-01T00:00,PSDB,
204399,56,2019-02-01T00:00,PP,
141539,53,2007-02-01T00:00,PDT,Titular
74211,50,1995-02-01T00:00,PSDB,Titular
178921,55,2015-02-01T00:00,PR,
74403,52,2003-02-01T00:00,PT,Efetivado
73885,50,1995-02-01T00:00,PDT,Titular
74533,50,1995-02-01T00:00,PDT,Titular
73808,48,1987-02-01T00:00,PFL,Titular
74497,52,2003-02-01T00:00,PPB,
74360,51,1999-02-01T00:00,PSDB,Titular
74435,49,1991-02-01T00:00,PSB,Titular
74763,49,1991-02-01T00:00,PCdoB,
141542,53,2007-02-01T00:00,PTB,Titular
141541,53,2007-02-01T00:00,PMN,Titular
178991,55,2015-02-01T00:00,PRB,
178933,55,2015-02-01T00:00,PMDB,
204438,56,2019-02-01T00:00,PR,
178874,55,2015-02-01T00:00,PDT,
160612,54,2011-02-01T00:00,PDT,Titular
74641,50,1995-02-01T00:00,PDT,Titular
74436,50,1995-02-01T00:00,PFL,Titular
167614,54,2011-02-01T00:00,PSB,
204437,56,2019-02-01T00:00,PRB,
178961,55,2015-02-01T00:00,PSDB,
160613,54,2011-02-01T00:00,PT,Titular
204557,56,2019-02-01T00:00,PSD,
73718,48,1987-02-01T00:00,PMDB,Titular
74765,50,1995-02-01T00:00,PMDB,Titular
74356,51,1999-02-01T00:00,PL*,Titular
187008,55,2015-02-01T00:00,PR,
204360,56,2019-02-01T00:00,PDT,
141545,53,2007-02-01T00:00,PFL,Titular
4930,53,2007-02-01T00:00,PMN,
204425,56,2019-02-01T00:00,PRB,
73998,50,1995-02-01T00:00,PSDB,
73560,50,1995-02-01T00:00,PSDB,Titular
73424,46,1979-02-01T00:00,ARENA,Titular
178911,55,2015-02-01T00:00,PMDB,
168175,54,2011-02-01T00:00,PPS,
74492,52,2003-02-01T00:00,PT,
74085,49,1991-02-01T00:00,PCdoB,Titular
141547,53,2007-02-01T00:00,PMDB,Titular
141546,53,2007-02-01T00:00,PFL,Titular
178946,55,2015-02-01T00:00,PMDB,
178947,55,2015-02-01T00:00,PSD,
92776,54,2011-02-01T00:00,PSC,
160627,54,2011-02-01T00:00,PPS,Titular
177282,54,2011-02-01T00:00,PV,
141548,53,2007-02-01T00:00,PDT,Titular
141549,53,2007-02-01T00:00,PR,Titular
73922,52,2003-02-01T00:00,PFL,Titular
204534,56,2019-02-01T00:00,PDT,
178922,55,2015-02-01T00:00,PSB,
74806,51,1999-02-01T00:00,PMDB,Titular
74385,52,2003-02-01T00:00,PSB,Titular
204464,56,2019-02-01T00:00,PSOL,
73577,51,1999-02-01T00:00,PT,
74289,52,2003-02-01T00:00,PTB,Titular
160679,54,2011-02-01T00:00,PT,Titular
206231,56,2019-02-01T00:00,PSB,
73561,50,1995-02-01T00:00,PT,Titular
169711,54,2011-02-01T00:00,PSDB,
178898,55,2015-02-01T00:00,PSB,
160608,49,1991-02-01T00:00,PDS,Titular
178901,55,2015-02-01T00:00,PSB,
204466,56,2019-02-01T00:00,PSDB,
74029,52,2003-02-01T00:00,PT,Titular
73652,50,1995-02-01T00:00,PMDB,Titular
134116,52,2003-02-01T00:00,PMDB,
74286,52,2003-02-01T00:00,PSDB,Titular
74461,51,1999-02-01T00:00,PMDB,Titular
180018,56,2019-02-01T00:00,PODE,
160617,54,2011-02-01T00:00,PMDB,Titular
178862,55,2015-02-01T00:00,PRB,
219568,56,2019-02-01T00:00,PSB,
143084,56,2019-02-01T00:00,SOLIDARIEDADE,
204519,56,2019-02-01T00:00,NOVO,
160976,54,2011-02-01T00:00,PR,Titular
197438,56,2019-02-01T00:00,AVANTE,
141382,53,2007-02-01T00:00,PFL,Titular
160611,54,2011-02-01T00:00,PP**,Titular
178934,55,2015-02-01T00:00,PT,
216545,56,2019-02-01T00:00,PDT,
157130,56,2019-02-01T00:00,PDT,
178863,55,2015-02-01T00:00,PTC,
73809,48,1987-02-01T00:00,PMDB,Titular
141551,53,2007-02-01T00:00,PSDB,Titular
73564,49,1991-02-01T00:00,PRN,Titular
195866,55,2015-02-01T00:00,PSDC,
194340,55,2015-02-01T00:00,PRTB,
141384,53,2007-02-01T00:00,PSB,Titular
73565,49,1991-02-01T00:00,PL*,Titular
74070,49,1991-02-01T00:00,PTB,Titular
204385,56,2019-02-01T00:00,PSC,
74010,48,1987-02-01T00:00,PMDB,
162490,54,2011-02-01T00:00,PSDB,
160610,54,2011-02-01T00:00,PT,Titular
113247,55,2015-02-01T00:00,PT,
169868,54,2011-02-01T00:00,PRP,
141552,53,2007-02-01T00:00,PSB,Titular
74376,52,2003-02-01T00:00,PT,Titular
74282,52,2003-02-01T00:00,PRONA,Titular
141553,53,2007-02-01T00:00,PSDB,Titular
167617,54,2011-02-01T00:00,PT,
74357,51,1999-02-01T00:00,PCdoB,Titular
204505,56,2019-02-01T00:00,PRB,
160595,54,2011-02-01T00:00,PSDB,Titular
141524,53,2007-02-01T00:00,PMDB,Titular
178913,55,2015-02-01T00:00,PMDB,
204396,56,2019-02-01T00:00,PSD,
74087,50,1995-02-01T00:00,PFL,Titular
74308,50,1995-02-01T00:00,PSDB,Titular
160622,54,2011-02-01T00:00,PT,Titular
73566,50,1995-02-01T00:00,PL*,Titular
137759,52,2003-02-01T00:00,PMDB,
159258,53,2007-02-01T00:00,PSB,
74283,52,2003-02-01T00:00,PT,Titular
141554,53,2007-02-01T00:00,PR,Titular
137070,55,2015-02-01T00:00,PSB,
178888,55,2015-02-01T00:00,PV,
159257,53,2007-02-01T00:00,PSDB,
141400,53,2007-02-01T00:00,PDT,Titular
74259,52,2003-02-01T00:00,PMDB,Titular
74391,52,2003-02-01T00:00,PT,Titular
163322,54,2011-02-01T00:00,PRB,
73677,49,1991-02-01T00:00,PFL,
141870,53,2007-02-01T00:00,PP**,Titular
204483,56,2019-02-01T00:00,PSB,
141555,53,2007-02-01T00:00,PTdoB,Titular
204478,56,2019-02-01T00:00,MDB,
160591,54,2011-02-01T00:00,PRTB,Titular
204532,56,2019-02-01T00:00,NOVO,
74593,48,1987-02-01T00:00,PT,Titular
141556,53,2007-02-01T00:00,PMDB,Titular
178992,55,2015-02-01T00:00,PSDB,
92355,54,2011-02-01T00:00,PRB,Titular
141557,53,2007-02-01T00:00,PFL,Titular
178869,55,2015-02-01T00:00,PMDB,
74768,49,1991-02-01T00:00,PSDB,Titular
215044,56,2019-02-01T00:00,PSOL,
189593,55,2015-02-01T00:00,PT,
137853,54,2011-02-01T00:00,PCdoB,
65551,47,1983-02-01T00:00,PMDB,Titular
73456,51,1999-02-01T00:00,PMDB,Titular
160569,54,2011-02-01T00:00,PT,Titular
141558,53,2007-02-01T00:00,PSB,Titular
141559,53,2007-02-01T00:00,PSDB,Titular
160631,54,2011-02-01T00:00,PTB,Titular
178952,55,2015-02-01T00:00,PMDB,
133370,52,2003-02-01T00:00,PSDB,
148295,53,2007-02-01T00:00,PFL,
74284,52,2003-02-01T00:00,PSDB,Titular
141560,53,2007-02-01T00:00,PFL,Titular
74218,50,1995-02-01T00:00,PT,
160609,54,2011-02-01T00:00,PMN,Titular
141561,53,2007-02-01T00:00,PSDB,Titular
204760,55,2015-02-01T00:00,PDT,
74490,52,2003-02-01T00:00,PT,
160620,54,2011-02-01T00:00,PMDB,Titular
74481,52,2003-02-01T00:00,PT,
73653,49,1991-02-01T00:00,PL*,Titular
160518,54,2011-02-01T00:00,PT,Titular
74043,52,2003-02-01T00:00,PL*,Titular
179387,54,2011-02-01T00:00,PMDB,
167493,54,2011-02-01T00:00,PDT,
160586,54,2011-02-01T00:00,PSDB,Titular
141563,53,2007-02-01T00:00,PSDB,Titular
193066,55,2015-02-01T00:00,PMDB,
74414,43,1967-02-01T00:00,ARENA,Titular
73991,50,1995-02-01T00:00,PMDB,Titular
160636,54,2011-02-01T00:00,PMDB,Titular
154996,53,2007-02-01T00:00,PDT,
74044,52,2003-02-01T00:00,PMDB,Titular
74801,51,1999-02-01T00:00,PMDB,Titular
73930,52,2003-02-01T00:00,PMDB,Titular
204463,56,2019-02-01T00:00,PRP,
182146,56,2019-02-01T00:00,PV,
74439,50,1995-02-01T00:00,PDT,Titular
74797,51,1999-02-01T00:00,PSDB,Titular
199809,55,2015-02-01T00:00,PDT,
73992,50,1995-02-01T00:00,PSDB,Titular
74496,52,2003-02-01T00:00,PT,
191945,55,2015-02-01T00:00,PMDB,
178889,55,2015-02-01T00:00,PT,
168253,54,2011-02-01T00:00,PP**,
73931,52,2003-02-01T00:00,PT,Titular
74309,50,1995-02-01T00:00,PSDB,Titular
73932,52,2003-02-01T00:00,PPB,Titular
204559,56,2019-02-01T00:00,PT,
160632,54,2011-02-01T00:00,PDT,Titular
204517,56,2019-02-01T00:00,PMN,
178923,55,2015-02-01T00:00,PTB,
160592,54,2011-02-01T00:00,PT,Titular
178902,55,2015-02-01T00:00,PT,
74144,52,2003-02-01T00:00,PFL,Titular
178949,55,2015-02-01T00:00,PR,
74354,51,1999-02-01T00:00,PSDB,Titular
73933,52,2003-02-01T00:00,PTB,Titular
74145,52,2003-02-01T00:00,PT,Titular
73944,52,2003-02-01T00:00,PT,Titular
160625,54,2011-02-01T00:00,PR,Titular
74392,52,2003-02-01T00:00,PPB,Titular
73645,50,1995-02-01T00:00,PSDB,Titular
160651,54,2011-02-01T00:00,PMDB,Titular
